id,imdb_id,budget,revenue,original_title,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,roi
12155,tt1014759,200000000,1025467110,Alice in Wonderland,3/3/2010,2853,6.3,2010,200000000,1025467110,825467110,5.12733555
44214,tt0947798,13000000,327803731,Black Swan,12/2/2010,2597,7.1,2010,13000000,327803731,314803731,25.21567162
12444,tt0926084,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,10/17/2010,3467,7.4,2010,250000000,954305868,704305868,3.817223472
20352,tt1323594,69000000,543513985,Despicable Me,7/8/2010,4851,7.1,2010,69000000,543513985,474513985,7.877014275
27578,tt1320253,80000000,274470394,The Expendables,8/3/2010,2025,5.9,2010,80000000,274470394,194470394,3.430879925
10191,tt0892769,165000000,494878759,How to Train Your Dragon,3/5/2010,2949,7.4,2010,165000000,494878759,329878759,2.999265206
11324,tt1130884,80000000,294804195,Shutter Island,2/18/2010,3554,7.6,2010,80000000,294804195,214804195,3.685052438
20526,tt1104001,170000000,400062763,TRON: Legacy,12/10/2010,2026,6.3,2010,170000000,400062763,230062763,2.353310371
38757,tt0398286,260000000,591794936,Tangled,11/24/2010,2019,7.3,2010,260000000,591794936,331794936,2.276134369
10193,tt0435761,200000000,1063171911,Toy Story 3,6/16/2010,2924,7.5,2010,200000000,1063171911,863171911,5.315859555
27576,tt0944835,110000000,293329073,Salt,7/21/2010,1433,6.2,2010,110000000,293329073,183329073,2.666627936
44115,tt1542344,18000000,35692920,127 Hours,11/5/2010,1645,6.9,2010,18000000,35692920,17692920,1.98294
37735,tt1282140,8000000,74952305,Easy A,9/10/2010,1303,6.6,2010,8000000,74952305,66952305,9.369038125
10140,tt0980970,155000000,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,8/13/2010,905,6,2010,155000000,415686217,260686217,2.681846561
23483,tt1250777,28000000,96188903,Kick-Ass,3/22/2010,3085,7,2010,28000000,96188903,68188903,3.435317964
37710,tt1243957,100000000,278346189,The Tourist,12/8/2010,1084,6,2010,100000000,278346189,178346189,2.78346189
9543,tt0473075,150000000,335154643,Prince of Persia: The Sands of Time,5/19/2010,1545,6.1,2010,150000000,335154643,185154643,2.234364287
20662,tt0955308,200000000,310669540,Robin Hood,5/12/2010,844,6.1,2010,200000000,310669540,110669540,1.5533477
44264,tt1403865,38000000,252276927,True Grit,12/22/2010,1084,7,2010,38000000,252276927,214276927,6.6388665
18823,tt0800320,125000000,232713139,Clash of the Titans,4/1/2010,1530,5.6,2010,125000000,232713139,107713139,1.861705112
27022,tt0963966,150000000,215283742,The Sorcerer's Apprentice,7/13/2010,871,5.8,2010,150000000,215283742,65283742,1.435224947
37799,tt1285016,40000000,224920315,The Social Network,9/30/2010,2022,7.1,2010,40000000,224920315,184920315,5.623007875
22538,tt0446029,60000000,47664559,Scott Pilgrim vs. the World,7/27/2010,1258,7.2,2010,60000000,47664559,-12335441,0.794409317
39451,tt0970866,100000000,310650585,Little Fockers,12/21/2010,717,5.4,2010,100000000,310650585,210650585,3.10650585
34851,tt1424381,40000000,126248813,Predators,7/3/2010,722,5.8,2010,40000000,126248813,86248813,3.156220325
32657,tt0814255,95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,2/1/2010,1175,6,2010,95000000,226497209,131497209,2.384181147
44048,tt0477080,100000000,167805466,Unstoppable,11/4/2010,733,6.2,2010,100000000,167805466,67805466,1.67805466
10192,tt0892791,165000000,752600867,Shrek Forever After,5/16/2010,1191,6,2010,165000000,752600867,587600867,4.561217376
22971,tt0989757,25000000,114977104,Dear John,2/4/2010,737,6.5,2010,25000000,114977104,89977104,4.59908416
34544,tt0429493,110000000,177238796,The A-Team,6/10/2010,1162,6.2,2010,110000000,177238796,67238796,1.611261782
39514,tt1245526,58000000,71664962,RED,10/13/2010,2064,6.5,2010,58000000,71664962,13664962,1.235602793
23631,tt0985694,20000000,31327899,Machete,9/1/2010,753,6.2,2010,20000000,31327899,11327899,1.56639495
38365,tt1375670,80000000,271430189,Grown Ups,6/24/2010,1144,6.1,2010,80000000,271430189,191430189,3.392877363
20504,tt1037705,80000000,157107755,The Book of Eli,1/14/2010,1506,6.5,2010,80000000,157107755,77107755,1.963846938
35056,tt1279935,55000000,152263880,Date Night,4/8/2010,781,5.9,2010,55000000,152263880,97263880,2.768434182
23168,tt0840361,37000000,154026136,The Town,9/15/2010,930,6.9,2010,37000000,154026136,117026136,4.162868541
24021,tt1325004,68000000,698491347,The Twilight Saga: Eclipse,6/23/2010,1331,5.9,2010,68000000,698491347,630491347,10.27193157
38055,tt1001526,130000000,321885765,Megamind,10/28/2010,1190,6.6,2010,130000000,321885765,191885765,2.476044346
10196,tt0938283,150000000,318502923,The Last Airbender,6/30/2010,732,4.7,2010,150000000,318502923,168502923,2.12335282
27581,tt1386588,100000000,170432927,The Other Guys,8/6/2010,951,6.1,2010,100000000,170432927,70432927,1.70432927
49018,tt1591095,1500000,97009150,Insidious,9/13/2010,999,6.7,2010,1500000,97009150,95509150,64.67276667
41233,tt1193631,30000000,159291809,Step Up 3D,8/4/2010,365,6.5,2010,30000000,159291809,129291809,5.309726967
45269,tt1504320,15000000,414211549,The King's Speech,9/6/2010,1688,7.4,2010,15000000,414211549,399211549,27.61410327
43347,tt0758752,30000000,102820008,Love & Other Drugs,11/22/2010,756,6.5,2010,30000000,102820008,72820008,3.4273336
49009,tt1023114,30000000,20348249,The Way Back,9/3/2010,246,6.7,2010,30000000,20348249,-9651751,0.678274967
31867,tt1053424,32000000,18409891,Repo Men,3/18/2010,375,6.1,2010,32000000,18409891,-13590109,0.575309094
23830,tt1294688,7000000,7644937,Last Night,5/11/2010,150,6.1,2010,7000000,7644937,644937,1.092133857
37834,tt1013743,117000000,261930431,Knight and Day,6/15/2010,1045,5.9,2010,117000000,261930431,144930431,2.238721632
38167,tt0879870,60000000,204594016,Eat Pray Love,8/12/2010,407,5.7,2010,60000000,204594016,144594016,3.409900267
46705,tt1120985,1000000,12355734,Blue Valentine,12/27/2010,530,6.9,2010,1000000,12355734,11355734,12.355734
27573,tt1038919,40000000,136000000,The Bounty Hunter,3/16/2010,553,5.5,2010,40000000,136000000,96000000,3.4
25195,tt1216492,19000000,29922472,Leap Year,1/8/2010,283,6.3,2010,19000000,29922472,10922472,1.574866947
22972,tt0947810,100000000,94882889,Green Zone,3/11/2010,445,6.3,2010,100000000,94882889,-5117111,0.94882889
38745,tt1320261,112000000,237382724,Gulliver's Travels,12/25/2010,375,5,2010,112000000,237382724,125382724,2.119488607
34806,tt1212436,35000000,77477008,The Back-Up Plan,4/23/2010,290,5.7,2010,35000000,77477008,42477008,2.2136288
37950,tt1438254,44000000,48190704,Charlie St. Cloud,5/1/2010,324,6.8,2010,44000000,48190704,4190704,1.095243273
41210,tt0889573,19000000,49830607,The Switch,5/11/2010,388,5.8,2010,19000000,49830607,30830607,2.622663526
27586,tt1017451,10000000,2995811,The Runaways,3/19/2010,133,6.3,2010,10000000,2995811,-7004189,0.2995811
32856,tt0817230,52000000,216485654,Valentine's Day,2/10/2010,675,5.6,2010,52000000,216485654,164485654,4.163185654
46261,tt1270761,25000000,36993168,Don't Be Afraid of the Dark,11/6/2010,186,5.4,2010,25000000,36993168,11993168,1.47972672
41439,tt1477076,20000000,136150434,Saw 3D,10/21/2010,397,5.8,2010,20000000,136150434,116150434,6.8075217
38575,tt1155076,40000000,357852395,The Karate Kid,6/10/2010,1019,6.1,2010,40000000,357852395,317852395,8.946309875
41733,tt1231583,65000000,211780824,Due Date,11/4/2010,1015,6.2,2010,65000000,211780824,146780824,3.258166523
44147,tt1235189,8000000,3453043,Wild Target,6/17/2010,101,6.1,2010,8000000,3453043,-4546957,0.431630375
26389,tt1179034,52000000,52615806,From Paris with Love,2/5/2010,432,6.1,2010,52000000,52615806,615806,1.011842423
11439,tt1139328,45000000,60222298,The Ghost Writer,2/12/2010,357,6.5,2010,45000000,60222298,15222298,1.338273289
43923,tt0804497,8000000,6491240,It's Kind of a Funny Story,7/6/2010,364,6.9,2010,8000000,6491240,-1508760,0.811405
43539,tt1458175,30000000,51148651,The Next Three Days,11/18/2010,570,6.8,2010,30000000,51148651,21148651,1.704955033
23437,tt1179056,35000000,115664037,A Nightmare on Elm Street,4/30/2010,423,5.5,2010,35000000,115664037,80664037,3.304686771
34813,tt0480255,25000000,23580000,The Losers,4/23/2010,298,6.2,2010,25000000,23580000,-1420000,0.9432
45317,tt0964517,25000000,9190869,The Fighter,12/17/2010,965,7.1,2010,25000000,9190869,-15809131,0.36763476
32823,tt1226229,40000000,90029656,Get Him to the Greek,6/4/2010,359,5.9,2010,40000000,90029656,50029656,2.2507414
20533,tt1075747,47000000,10539000,Jonah Hex,6/18/2010,252,4.4,2010,47000000,10539000,-36461000,0.224234043
40264,tt1666186,20000000,80547866,Vampires Suck,8/18/2010,177,4.3,2010,20000000,80547866,60547866,4.0273933
44639,tt1645089,2000000,7871522,Inside Job,10/8/2010,171,7.6,2010,2000000,7871522,5871522,3.935761
37821,tt1103153,75000000,98159963,Killers,6/4/2010,530,5.7,2010,75000000,98159963,23159963,1.308799507
22894,tt1038686,26000000,67918658,Legion,1/21/2010,376,5,2010,26000000,67918658,41918658,2.612256077
37786,tt1261945,100000000,288347692,Sex and the City 2,5/26/2010,275,5.5,2010,100000000,288347692,188347692,2.88347692
38303,tt1414382,20000000,32005248,You Again,9/24/2010,213,6,2010,20000000,32005248,12005248,1.6002624
35019,tt1415283,35000000,93246388,Nanny McPhee and the Big Bang,3/26/2010,228,6,2010,35000000,93246388,58246388,2.664182514
23048,tt1231587,36000000,64572262,Hot Tub Time Machine,3/26/2010,550,5.9,2010,36000000,64572262,28572262,1.793673944
41402,tt1228987,20000000,24145613,Let Me In,10/1/2010,353,6.6,2010,20000000,24145613,4145613,1.20728065
43949,tt0817177,14000000,1755212,Flipped,8/6/2010,259,7.2,2010,14000000,1755212,-12244788,0.125372286
41216,tt1219342,80000000,140073390,Legend of the Guardians: The Owls of Ga'Hoole,7/10/2010,471,6.5,2010,80000000,140073390,60073390,1.750917375
22907,tt1135084,32000000,69055695,Takers,8/26/2010,248,6.1,2010,32000000,69055695,37055695,2.157990469
42297,tt1126591,55000000,89519773,Burlesque,11/23/2010,341,6.8,2010,55000000,89519773,34519773,1.627632236
44129,tt1172991,15000000,4882577,The Company Men,10/21/2010,133,6.4,2010,15000000,4882577,-10117423,0.325505133
38073,tt1322312,32000000,42045846,Going the Distance,9/1/2010,172,6,2010,32000000,42045846,10045846,1.313932688
41283,tt1433108,24000000,23081726,Faster,11/23/2010,360,6.2,2010,24000000,23081726,-918274,0.961738583
41436,tt1536044,3000000,177512032,Paranormal Activity 2,10/20/2010,421,5.7,2010,3000000,177512032,174512032,59.17067733
42188,tt1334260,15000000,9455232,Never Let Me Go,9/15/2010,414,6.7,2010,15000000,9455232,-5544768,0.6303488
27579,tt1440728,20000000,65464324,The American,8/31/2010,290,5.6,2010,20000000,65464324,45464324,3.2732162
23742,tt1385867,30000000,55583804,Cop Out,2/26/2010,310,5.5,2010,30000000,55583804,25583804,1.852793467
43933,tt1470827,500000,4242978,Monsters,6/18/2010,328,6.3,2010,500000,4242978,3742978,8.485956
38408,tt1055292,38000000,105610124,Life as We Know It,10/8/2010,516,6.5,2010,38000000,105610124,67610124,2.779213789
23759,tt1020558,12000000,6814789,Centurion,2/15/2010,198,5.7,2010,12000000,6814789,-5185211,0.567899083
55347,tt1532503,3200000,5332926,Beginners,9/11/2010,204,6.8,2010,3200000,5332926,2132926,1.666539375
41505,tt1179069,22000000,851517,Shelter,3/27/2010,112,5.5,2010,22000000,851517,-21148483,0.038705318
44113,tt1423995,22000000,9479718,Stone,10/7/2010,97,4.9,2010,22000000,9479718,-12520282,0.430896273
33217,tt1196141,15000000,75700498,Diary of a Wimpy Kid,3/19/2010,190,5.8,2010,15000000,75700498,60700498,5.046699867
43947,tt1242432,2000000,572809,I Spit on Your Grave,6/17/2010,269,6.2,2010,2000000,572809,-1427191,0.2864045
43593,tt0464154,24000000,83188165,Piranha 3D,8/20/2010,306,5.2,2010,24000000,83188165,59188165,3.466173542
38357,tt1126618,40000000,58785180,Morning Glory,1/12/2010,246,6.1,2010,40000000,58785180,18785180,1.4696295
45094,tt1244754,12500000,6732980,Conviction,9/11/2010,87,7,2010,12500000,6732980,-5767020,0.5386384
49852,tt1041804,90000000,16178959,The Nutcracker: The Untold Story,11/24/2010,28,5.8,2010,90000000,16178959,-73821041,0.179766211
38358,tt1320244,1800000,67738090,The Last Exorcism,8/27/2010,179,5.4,2010,1800000,67738090,65938090,37.63227222
23023,tt0808510,48000000,112462508,Tooth Fairy,1/14/2010,282,5.2,2010,48000000,112462508,64462508,2.342968917
38363,tt0977855,22000000,24188922,Fair Game,5/20/2010,129,6.4,2010,22000000,24188922,2188922,1.099496455
45657,tt1369706,10000000,498974,The Ward,9/13/2010,166,5.9,2010,10000000,498974,-9501026,0.0498974
26388,tt1462758,1987650,19152480,Buried,9/24/2010,458,6.5,2010,1987650,19152480,17164830,9.635740699
38778,tt0427152,69000000,86387857,Dinner for Schmucks,7/30/2010,324,5.4,2010,69000000,86387857,17387857,1.251997928
39781,tt0842926,4000000,34705850,The Kids Are All Right,7/9/2010,280,6.4,2010,4000000,34705850,30705850,8.6764625
42684,tt1564585,10000000,66821036,Skyline,11/11/2010,304,4.7,2010,10000000,66821036,56821036,6.6821036
48289,tt1226753,20000000,45636368,The Debt,4/11/2010,147,6.1,2010,20000000,45636368,25636368,2.2818184
39013,tt1399683,2000000,13831503,Winter's Bone,6/11/2010,289,6.7,2010,2000000,13831503,11831503,6.9157515
27004,tt1106860,7000000,46488,Ca$h,1/1/2010,33,5.8,2010,7000000,46488,-6953512,0.006641143
39691,tt1287468,85000000,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,7/30/2010,60,5,2010,85000000,112483764,27483764,1.3233384
37931,tt1470023,10000000,6110000,MacGruber,5/21/2010,95,5.2,2010,10000000,6110000,-3890000,0.611
42888,tt1341188,120000000,48668907,How Do You Know,12/17/2010,136,4.9,2010,120000000,48668907,-71331093,0.405574225
45649,tt1612774,500000,98017,Rubber,7/9/2010,140,5.6,2010,500000,98017,-401983,0.196034
23172,tt1273678,28000000,45236543,The Spy Next Door,1/15/2010,210,5.4,2010,28000000,45236543,17236543,1.615590821
34016,tt0815236,20000000,49779728,She's Out of My League,3/11/2010,318,5.9,2010,20000000,49779728,29779728,2.4889864
53172,tt1220888,12000000,204940,Henry's Crime,1/14/2010,49,5.8,2010,12000000,204940,-11795060,0.017078333
48838,tt1213648,25000000,4644108,London Boulevard,11/10/2010,151,5.5,2010,25000000,4644108,-20355892,0.18576432
44603,tt1212419,50000000,105197635,Hereafter,10/15/2010,279,5.5,2010,50000000,105197635,55197635,2.1039527
43931,tt0872230,25000000,19829957,My Soul to Take,10/8/2010,75,5.2,2010,25000000,19829957,-5170043,0.79319828
42194,tt0411951,30000000,967000,TEKKEN,3/20/2010,110,5,2010,30000000,967000,-29033000,0.032233333
42194,tt0411951,30000000,967000,TEKKEN,3/20/2010,110,5,2010,30000000,967000,-29033000,0.032233333
60309,tt0968264,25000000,15478800,The Conspirator,9/10/2010,78,5.9,2010,25000000,15478800,-9521200,0.619152
34803,tt1321509,21000000,49050886,Death at a Funeral,4/15/2010,134,5.7,2010,21000000,49050886,28050886,2.335756476
44835,tt1403177,7000000,382946,Hesher,1/22/2010,104,6.2,2010,7000000,382946,-6617054,0.054706571
44629,tt1313092,5000000,1000000,Animal Kingdom,6/3/2010,117,6.7,2010,5000000,1000000,-4000000,0.2
38579,tt1392197,50000000,83761844,Marmaduke,6/4/2010,75,4.9,2010,50000000,83761844,33761844,1.67523688
33909,tt1027718,70000000,134748021,Wall Street: Money Never Sleeps,9/2/2010,325,5.8,2010,70000000,134748021,64748021,1.924971729
43434,tt1321865,18000000,871279,Carlos,5/19/2010,35,6.2,2010,18000000,871279,-17128721,0.048404389
44009,tt1431181,8000000,18124262,Another Year,11/5/2010,46,6.7,2010,8000000,18124262,10124262,2.26553275
45658,tt1531663,5000000,2614773,Everything Must Go,10/15/2010,111,5.8,2010,5000000,2614773,-2385227,0.5229546
29427,tt0455407,20000000,54956140,The Crazies,2/26/2010,320,6.1,2010,20000000,54956140,34956140,2.747807
27585,tt0935075,5000000,5129058,Rabbit Hole,12/16/2010,73,6.6,2010,5000000,5129058,129058,1.0258116
12819,tt1213012,20000000,39300000,Alpha and Omega,9/17/2010,84,5.5,2010,20000000,39300000,19300000,1.965
41515,tt1302067,80000000,201584141,Yogi Bear,12/11/2010,146,5.1,2010,80000000,201584141,121584141,2.519801763
41592,tt1447972,5773100,18144030,StreetDance 3D,5/19/2010,54,5.8,2010,5773100,18144030,12370930,3.14285739
45132,tt1512235,2500000,324138,Super,9/9/2010,211,6.6,2010,2500000,324138,-2175862,0.1296552
44638,tt1274300,20000000,346594,The Tempest,12/10/2010,16,6.1,2010,20000000,346594,-19653406,0.0173297
45272,tt1555064,15000000,20529194,Country Strong,12/22/2010,49,5.9,2010,15000000,20529194,5529194,1.368612933
43930,tt1456941,27000000,16504936,"Tomorrow, When the War Began",8/8/2010,112,6.5,2010,27000000,16504936,-10495064,0.611293926
27569,tt1244659,31000000,15134293,Extraordinary Measures,1/21/2010,44,5.8,2010,31000000,15134293,-15865707,0.488203
44040,tt1314655,10000000,33583175,Devil,1/13/2010,433,5.6,2010,10000000,33583175,23583175,3.3583175
34563,tt1305583,14000000,21409028,Our Family Wedding,3/12/2010,26,5.9,2010,14000000,21409028,7409028,1.529216286
31261,tt1480660,100000,1000000,Halo Legends,2/16/2010,19,7.2,2010,100000,1000000,900000,10
46829,tt1423894,30000000,8454301,Barney's Version,10/26/2010,70,6.9,2010,30000000,8454301,-21545699,0.281810033
12201,tt1226273,80000000,74901339,Edge of Darkness,1/29/2010,276,6,2010,80000000,74901339,-5098661,0.936266738
44877,tt1514041,4600000,1163967,4.3.2.1,6/2/2010,37,5.9,2010,4600000,1163967,-3436033,0.253036304
70695,tt1107319,4000000,55125,Dirty Girl,9/12/2010,36,6.2,2010,4000000,55125,-3944875,0.01378125
42296,tt1584016,30000,3045943,Catfish,9/17/2010,125,6.4,2010,30000,3045943,3015943,101.5314333
35169,tt0492389,35000000,39340177,Furry Vengeance,4/2/2010,75,4.7,2010,35000000,39340177,4340177,1.124005057
45324,tt1194417,12500000,1083683,Casino Jack,9/16/2010,43,6,2010,12500000,1083683,-11416317,0.08669464
43919,tt1270835,2500000,52604,Hatchet II,8/26/2010,42,5.1,2010,2500000,52604,-2447396,0.0210416
43935,tt1013860,20000000,4634062,Dylan Dog: Dead of Night,10/26/2010,69,4.9,2010,20000000,4634062,-15365938,0.2317031
38568,tt1049402,30000,617000,Howl,8/26/2010,45,6.8,2010,30000,617000,587000,20.56666667
43942,tt1152822,3000000,103735,Freakonomics,10/1/2010,25,6.7,2010,3000000,103735,-2896265,0.034578333
56601,tt0473102,12500000,3878993,The Perfect Game,4/1/2010,12,5.7,2010,12500000,3878993,-8621007,0.31031944
52015,tt1464580,650000,33245,Stake Land,9/30/2010,143,6.2,2010,650000,33245,-616755,0.051146154
46528,tt1032751,425000000,11087569,The Warrior's Way,12/2/2010,74,6.4,2010,425000000,11087569,-413912431,0.026088398
50204,tt1320239,10000000,4349187,Burke & Hare,10/29/2010,75,6,2010,10000000,4349187,-5650813,0.4349187
12645,tt1196340,10000000,55089,Inhale,8/27/2010,21,5.9,2010,10000000,55089,-9944911,0.0055089
37495,tt1341167,967686,4270000,Four Lions,5/7/2010,262,7,2010,967686,4270000,3302314,4.412588381
46689,tt1268204,1500000,187716,Waste Land,1/24/2010,23,7.8,2010,1500000,187716,-1312284,0.125144
47088,tt1361313,7000000,453079,The Extra Man,8/1/2010,18,5.9,2010,7000000,453079,-6546921,0.064725571
41556,tt1403988,4500000,123820,The Romantics,9/10/2010,46,4.8,2010,4500000,123820,-4376180,0.027515556
56812,tt1572491,7000000,3218666,Balada triste de trompeta,12/17/2010,44,6.2,2010,7000000,3218666,-3781334,0.459809429
35688,tt1391137,20000000,60072596,Why Did I Get Married Too?,4/2/2010,21,6,2010,20000000,60072596,40072596,3.0036298
35791,tt1220634,60000000,296221663,Resident Evil: Afterlife,9/9/2010,882,5.8,2010,60000000,296221663,236221663,4.937027717
43552,tt1452628,10000000,1068682,Vanishing on 7th Street,9/11/2010,83,4.8,2010,10000000,1068682,-8931318,0.1068682
49679,tt1396208,10000000,5000000,Action Replayy,11/5/2010,11,4.9,2010,10000000,5000000,-5000000,0.5
39486,tt1028576,35000000,60251371,Secretariat,8/20/2010,52,6.6,2010,35000000,60251371,25251371,1.721467743
39356,tt1560139,3,43,Boy,2/14/2010,26,7.3,2010,3,43,40,14.33333333
550,tt0137523,63000000,100853753,Fight Club,10/14/1999,5923,8.1,1999,82470329.34,132022892.5,49552563.12,1.600853222
603,tt0133093,63000000,463517383,The Matrix,3/30/1999,6351,7.8,1999,82470329.34,606768749.7,524298420.3,7.357418778
14,tt0169547,15000000,356296601,American Beauty,9/15/1999,1756,7.7,1999,19635792.7,466411079.8,446775287.1,23.75310673
1893,tt0120915,115000000,924317558,Star Wars: Episode I - The Phantom Menace,5/19/1999,2823,6.3,1999,150541077.4,1209980530,1059439453,8.037543983
564,tt0120616,80000000,415885488,The Mummy,5/6/1999,1562,6.3,1999,104724227.7,544416081.9,439691854.2,5.1985686
497,tt0120689,60000000,284600000,The Green Mile,12/10/1999,2299,8,1999,78543170.8,372556440.1,294013269.3,4.743333333
745,tt0167404,40000000,672806292,The Sixth Sense,8/2/1999,1753,7.5,1999,52362113.86,880738991.7,828376877.9,16.8201573
36643,tt0143145,135000000,361832400,The World Is Not Enough,11/8/1999,509,6,1999,176722134.3,473657733.2,296935598.9,2.68024
796,tt0139134,10500000,75902208,Cruel Intentions,3/5/1999,505,6.5,1999,13745054.89,99360001.45,85614946.56,7.228781714
2668,tt0162661,100000000,206071502,Sleepy Hollow,11/18/1999,932,6.7,1999,130905284.7,269758486.3,138853201.6,2.06071502
2105,tt0163651,11000000,235483004,American Pie,7/9/1999,1405,6.4,1999,14399581.31,308259696.7,293860115.4,21.40754582
1844,tt0137494,66000000,212404396,Entrapment,4/30/1999,355,5.9,1999,86397487.88,278048579.2,191651091.3,3.218248424
863,tt0120363,90000000,485015179,Toy Story 2,10/30/1999,2272,7.2,1999,117814756.2,634910500.7,517095744.5,5.389057544
4951,tt0147800,16000000,53478166,10 Things I Hate About You,3/30/1999,947,7.2,1999,20944845.55,70005745.43,49060899.89,3.342385375
509,tt0125439,42000000,363889678,Notting Hill,5/13/1999,688,6.8,1999,54980219.56,476350818.8,421370599.3,8.664039952
817,tt0145660,33000000,310940086,Austin Powers: The Spy Who Shagged Me,6/8/1999,583,6,1999,43198743.94,407037004.7,363838260.8,9.422426848
226,tt0171804,2000000,11540607,Boys Don't Cry,9/2/1999,170,7,1999,2618105.693,15107264.44,12489158.75,5.7703035
9008,tt0140352,90000000,60289912,The Insider,10/28/1999,249,7.1,1999,117814756.2,78922680.92,-38892075.27,0.669887911
926,tt0177789,45000000,90683916,Galaxy Quest,12/23/1999,406,6.6,1999,58907378.1,118710038.4,59802660.28,2.015198133
345,tt0120663,65000000,162091208,Eyes Wide Shut,7/14/1999,623,6.8,1999,85088435.03,212185957.2,127097522.2,2.493710892
492,tt0120601,13000000,22863596,Being John Malkovich,9/30/1999,607,7.1,1999,17017687.01,29929655.43,12911968.42,1.758738154
9535,tt0122933,80000000,176885658,Analyze This,3/5/1999,260,6.3,1999,104724227.7,231552674.1,126828446.4,2.211070725
10137,tt0164912,133000000,300135367,Stuart Little,12/17/1999,502,5.6,1999,174104028.6,392893056.5,218789027.9,2.256656895
9481,tt0145681,73000000,151493655,The Bone Collector,11/1/1999,463,6.5,1999,95560857.8,198313200.3,102752342.5,2.075255548
8487,tt0120891,170000000,222104681,Wild Wild West,6/29/1999,626,5.2,1999,222538983.9,290746764.9,68207780.98,1.306498124
1911,tt0120657,160000000,61698899,The 13th Warrior,8/27/1999,275,6.2,1999,209448455.5,80767119.37,-128681336.1,0.385618119
9946,tt0146675,100000000,211989043,End of Days,11/23/1999,247,5.4,1999,130905284.7,277504860.2,146599575.5,2.11989043
1715,tt0124315,24000000,88545092,The Cider House Rules,12/17/1999,145,6.6,1999,31417268.32,115910204.7,84492936.42,3.689378833
10386,tt0129167,70000000,23159305,The Iron Giant,8/6/1999,877,7.5,1999,91633699.26,30316754.14,-61316945.13,0.330847214
8914,tt0149261,60000000,73648228,Deep Blue Sea,7/27/1999,336,5.5,1999,78543170.8,96409422.51,17866251.71,1.227470467
2112,tt0120784,90000000,161626121,Payback,2/4/1999,305,6.5,1999,117814756.2,211577133.8,93762377.59,1.795845789
4806,tt0163187,70000000,309457509,Runaway Bride,7/30/1999,253,5.7,1999,91633699.26,405096233.1,313462533.8,4.420821557
10314,tt0160862,10000000,103166989,She's All That,1/29/1999,248,5.6,1999,13090528.47,135051040.6,121960512.2,10.3166989
10398,tt0150377,70000000,177841558,Double Jeopardy,9/24/1999,144,6.1,1999,91633699.26,232803997.7,141170298.5,2.540593686
8374,tt0144117,6000000,30471,The Boondock Saints,1/22/1999,521,7.1,1999,7854317.08,39888.14929,-7814428.93,0.0050785
1542,tt0151804,10000000,12827813,Office Space,2/19/1999,669,7.3,1999,13090528.47,16792285.12,3701756.657,1.2827813
1443,tt0159097,6000000,10409377,The Virgin Suicides,4/21/1999,460,7,1999,7854317.08,13626424.59,5772107.514,1.734896167
2277,tt0182789,100000000,93700000,Bicentennial Man,12/17/1999,538,6.7,1999,130905284.7,122658251.7,-8247032.934,0.937
2667,tt0185937,25000,248000000,The Blair Witch Project,7/14/1999,522,6.3,1999,32726.32116,324645106,324612379.6,9920
622,tt0142688,38000000,58401898,The Ninth Gate,8/24/1999,384,6.2,1999,49744008.17,76451170.82,26707162.65,1.536892053
10400,tt0174856,50000000,73956241,The Hurricane,9/17/1999,226,7.3,1999,65452642.33,96812627.8,31359985.47,1.47912482
1090,tt0139809,16000000,18564088,The Thirteenth Floor,4/16/1999,189,6.5,1999,20944845.55,24301372.24,3356526.695,1.1602555
9032,tt0142342,34200000,234801895,Big Daddy,6/25/1999,479,6.2,1999,44769607.35,307368089,262598481.7,6.865552485
8224,tt0134273,40000000,96618699,8MM,2/25/1999,248,6,1999,52362113.86,126478983,74116869.1,2.415467475
1832,tt0120655,10000000,30652890,Dogma,11/12/1999,472,6.6,1999,13090528.47,40126252.91,27035724.44,3.065289
11618,tt0171363,80000000,91188905,The Haunting,7/23/1999,178,5.3,1999,104724227.7,119371095.7,14646867.94,1.139861313
1641,tt0141098,75000000,93888180,Forces of Nature,3/12/1999,81,5.2,1999,98178963.49,122904589.3,24725625.8,1.2518424
11622,tt0124298,35000000,40263020,Blast from the Past,2/12/1999,114,6.2,1999,45816849.63,52706420.94,6889571.313,1.150372
10207,tt0139462,80000000,118880016,Message in a Bottle,2/22/1999,112,5.7,1999,104724227.7,155620223.3,50895995.62,1.4860002
2275,tt0144214,60000000,149705852,The General's Daughter,6/18/1999,103,5.9,1999,78543170.8,195972871.7,117429700.9,2.495097533
10307,tt0145531,29000000,50041732,Stigmata,9/10/1999,103,5.8,1999,37962532.55,65507271.72,27544739.17,1.725576966
11601,tt0164181,12000000,21133087,Stir of Echoes,9/10/1999,155,6.3,1999,15708634.16,27664327.69,11955693.54,1.761090583
334,tt0175880,37000000,48451803,Magnolia,12/8/1999,430,7.3,1999,48434955.32,63425970.64,14991015.32,1.309508189
2020,tt0120596,51000000,36911617,The Bachelor,11/5/1999,46,4.5,1999,66761695.18,48319257.31,-18442437.87,0.723757196
